,T/E,energy_ratio,file,p0_median,p1_median,theta_0_median,theta_1_median,thetadot_0_median,thetadot_1_median
0,0.4988023396040023,1.0000153716056066,/home/cmckay/clusters/CQM/0.0-0.0-0.503145603773585-0.0.csv,-0.0007119829136892214,-0.00037400965361550353,0.0007908275220530297,0.00019415413400379638,-0.00046692121134594717,-5.799584698265772e-06
1,0.4865393728388929,1.0000000397253885,/home/cmckay/clusters/CQM/0.0-0.0-4.088050905660378-0.0.csv,0.010546923575756366,0.0019083862161744722,0.017215208420062713,0.01627827093791157,0.020524885542109614,0.0026197310507655074
2,0.44128575311175344,1.0000051514333965,/home/cmckay/clusters/CQM/0.0-0.0-7.735849283018869-0.0.csv,-0.10344123189870771,0.12043674922796598,0.017797921969842336,0.15996241596086508,0.09461231179273313,0.608497632496409
3,0.4207975972116669,1.0000007680350425,/home/cmckay/clusters/CQM/0.0-0.0-0.0-8.36478003773585.csv,-0.0013566067332604625,0.037265948482226294,0.029243425065351096,-0.0018856616212751607,-0.10645498030140861,0.15642591363188732
4,0.497474695736386,0.9999994556269168,/home/cmckay/clusters/CQM/0.0-0.4445657151306311-0.0-0.0.csv,0.0018467166333575036,-0.00023696528420442606,6.182398997397215e-05,-0.00034524654738367865,0.002213974669071677,-0.0001629357098436035
5,0.4511515037303915,1.0000039239381104,/home/cmckay/clusters/CQM/0.0-0.0-9.496855396226415-0.0.csv,0.33811009067367237,0.23366857997249169,4.378726077029481,11.087292574222133,0.4387092915496531,0.19508922714306098
6,0.5000581891957138,1.0003184746178055,/home/cmckay/clusters/CQM/0.03951786356716721-0.0-0.0-0.0.csv,-0.0006292514951512212,-0.00010006666933026764,-1.51742489376359e-05,2.0388869835891963e-05,-0.0002041977310105827,0.0009465604201438871
7,0.4739009480800308,1.0000020636686926,/home/cmckay/clusters/CQM/1.2052653387985999-0.0-0.0-0.0.csv,0.025533826901570578,0.010311238837850189,-0.0020855499462342775,0.0030090315155357327,0.09469465511476888,0.021884727434541507
8,0.4900219131131716,1.0000024326427803,/home/cmckay/clusters/CQM/0.0-1.5609171109031046-0.0-0.0.csv,-0.003493408168950947,-0.001564599236669205,0.00021156605416114343,0.0010319303594897335,0.0025103602530021103,-0.028478010053642464
9,0.4985119620791212,1.000007257776299,/home/cmckay/clusters/CQM/0.0-0.0-0.0-0.8805040566037737.csv,-0.00012939979711836913,-0.0005223318407835166,0.0004965279632474536,0.0005371182375479658,0.0002834122872659962,-0.0008501383018416
10,0.44113797903162644,1.000001555650563,/home/cmckay/clusters/CQM/0.0-0.0-0.0-8.113207735849057.csv,-0.017134818616879162,0.02672383680917309,0.005679298478406487,0.016195929540370628,-0.06286304588763286,0.07893075958202266
11,0.45197608787382004,1.0000008762706896,/home/cmckay/clusters/CQM/0.0-0.0-0.0-8.490566188679246.csv,-0.10581223905138731,0.08821005934495371,-0.01612727235631628,0.020168331554828094,-0.17365435249778,0.20850619160555262
12,0.4939713877606048,0.9999996225909443,/home/cmckay/clusters/CQM/0.0-0.0-3.081761698113208-0.0.csv,0.005367099136448665,0.004153155431973164,0.0017732509883444415,0.0008647949379490467,0.0054354294941267225,0.005453875814884253
13,0.4947504616828723,0.9999970463694426,/home/cmckay/clusters/CQM/0.0-0.5729955217239245-0.0-0.0.csv,-0.000845150165560556,-0.003554798166795367,6.999272272606307e-05,-0.000566575253885351,0.0028068517515270784,-0.001643321272194159
14,0.4659600800721273,1.0000028114319834,/home/cmckay/clusters/CQM/1.3238159295001013-0.0-0.0-0.0.csv,-0.005277506278899597,-0.013688395080334745,-0.013375949770482114,0.009849079636184331,0.006235236974723216,0.002822387390020758
15,0.4935929114289506,0.999999321375316,/home/cmckay/clusters/CQM/0.0-0.0-2.8930824716981136-0.0.csv,0.006907487509575774,0.004913467289811457,0.00180459001867866,0.004122615236923142,0.003499143627782187,0.0014486056584182214
16,0.4705858687262112,1.000001094477038,/home/cmckay/clusters/CQM/0.0-0.0-0.0-7.5471700566037745.csv,-0.012073877988214438,-0.002042706146524277,-0.018815487855660205,0.014884139917354863,-0.004946928617148672,-0.00167113154114574
17,0.48695219025693753,1.000001535136428,/home/cmckay/clusters/CQM/0.9286472938284295-0.0-0.0-0.0.csv,0.014377115426167819,-0.02191070490346865,-0.001613979081613821,0.0009546079012360764,0.006041422808025519,-0.016844645303028864
18,0.4823288281224857,0.9999987314210733,/home/cmckay/clusters/CQM/0.6619084647500507-0.0-0.0-0.0.csv,-0.011892467736737355,-0.0010621118778881486,0.0005046091629289933,-0.0019278012860631452,-0.014090021417707457,0.012992813259099747
19,0.5000527594538537,1.0000726061532477,/home/cmckay/clusters/CQM/0.0-0.04939707945895901-0.0-0.0.csv,-0.00012273675351571513,-0.0003889891189566251,2.2699455595952045e-05,-1.3384783034093897e-05,0.00044355234294607545,-0.0008327291567301516
20,0.49900971329134935,1.0000192995967856,/home/cmckay/clusters/CQM/0.0-0.0-0.3773594528301887-0.0.csv,-0.0002915028562330106,-8.696016099237966e-05,0.0006582948475771368,0.00010751109451490986,-0.00015619084781461675,5.457893612903508e-06
21,0.4798085194150778,1.0000001734152957,/home/cmckay/clusters/CQM/0.0-0.0-0.0-6.729560075471698.csv,-0.0012782669594817628,0.0014232375529801972,0.009081496185470089,0.020080924698739684,-0.003810633143987145,0.02511051559581646
22,0.4637766333920012,1.000003204350834,/home/cmckay/clusters/CQM/0.0-0.0-8.490566188679246-0.0.csv,0.02671345070496478,-0.015879945823444337,0.029450705885907695,-44.18974875219955,-0.07373580238241656,-0.20672081245010634
23,0.49128686269380084,1.0000001722631684,/home/cmckay/clusters/CQM/0.0-0.0-0.0-4.402516283018868.csv,0.00010745593586458668,0.00011593490809146123,0.00012775872957991057,0.0006526245198805075,0.00010570700474523195,-0.0004903589158856813
24,0.5108943624384659,0.9999994123622031,/home/cmckay/clusters/CQM/0.0-1.195386122906808-0.0-0.0.csv,-0.009231748130097597,0.0050259206389699045,-0.0022186958296211115,0.0022742885755552052,-0.000995362069970036,-0.010748171345588036
25,0.4706052755129313,0.9999999373973156,/home/cmckay/clusters/CQM/0.0-0.0-4.968553962264151-0.0.csv,-0.3382544070454313,0.26644211623315456,0.014755233134966125,-0.0011284710069904965,-0.6254544460814799,0.6045423572073789
26,0.45272194859693976,1.0000012732523655,/home/cmckay/clusters/CQM/1.392970440742644-0.0-0.0-0.0.csv,-0.03709415460588324,-0.010031313003798559,0.008450045940528393,-0.01246525250991552,-0.0078976328179063,-0.012591016330935643
27,0.48197373048656633,1.000000428198952,/home/cmckay/clusters/CQM/0.0-0.0-0.0-6.540880849056604.csv,-0.01091052317065855,-0.005684100761572917,0.002670554961981029,0.011973623723402441,-0.01077521207328232,0.003938775876821118
28,0.4934111682379652,0.9999969214965194,/home/cmckay/clusters/CQM/0.0-0.6421500329664671-0.0-0.0.csv,0.0026430431274776928,-0.007741283417807342,-0.0002599846796329223,8.700499912859267e-05,0.01067579235922574,-0.017563009265907994
29,0.49200954164604904,0.9999977110187168,/home/cmckay/clusters/CQM/0.49396179458959005-0.0-0.0-0.0.csv,-0.00205997050611606,-0.0017309530669261939,-0.0006014672122462896,-0.00013959954643661627,-0.003279935055408755,0.006676343678042193
30,0.41689690059624745,0.9999994551061167,/home/cmckay/clusters/CQM/0.0-0.0-5.849057018867925-0.0.csv,-0.43526910304344957,0.4155125026025639,0.004644084750864476,0.0210551895579996,-0.9664419044062151,0.9964168361096299
31,0.517181662037616,1.000000123781275,/home/cmckay/clusters/CQM/0.7409421918843851-0.0-0.0-0.0.csv,-0.03585515580179144,0.014950976690855489,0.0018312761131026507,-0.0024430887252055197,-0.051221079908390546,0.020174328856453108
32,0.49550549430613555,1.0000006681451046,/home/cmckay/clusters/CQM/0.0-0.0-0.0-3.207547849056604.csv,0.0011624225943774047,0.0008167874750865389,0.0035629947309558704,0.009430751991590144,0.00010512056737720858,0.0016806733972774997
33,0.49801351051225673,1.0000074127867327,/home/cmckay/clusters/CQM/0.0-0.0-0.0-0.9433971320754718.csv,7.460862059371909e-05,-0.0005133257721692333,0.000405553092084553,0.0007277144667264723,0.0001419618331326357,-0.0008453552430753436
34,0.4958581670932057,0.9999996336947277,/home/cmckay/clusters/CQM/0.0-1.0076810209627638-0.0-0.0.csv,0.012769099871851236,-0.0185945146990888,-0.002058328785316631,0.0022147331210392498,0.02355657700003813,-0.022629138348524973
35,0.4778221918224165,1.0000004570370367,/home/cmckay/clusters/CQM/0.0-0.0-0.0-7.169811603773586.csv,0.012518317465156331,0.005845459951169356,0.0013174577421230429,0.01154757751083271,0.00642489026119428,0.0018321252330735088
36,0.41569309358808326,1.0000016276932306,/home/cmckay/clusters/CQM/0.0-0.0-0.0-8.553459264150943.csv,-0.03222578958178336,0.037710469488746026,-0.012172899891116487,0.007148897747071067,-0.05628545995286763,0.12420774372630705
37,0.4997932546264531,1.0000062651080268,/home/cmckay/clusters/CQM/0.0-0.14818923837687703-0.0-0.0.csv,0.0015184708089204316,-0.0020668007426105153,-0.00012174624037702216,4.9058168368552665e-05,0.001595770909050171,-0.0026305038024939786
38,0.4341016274197935,1.0000023457513563,/home/cmckay/clusters/CQM/0.0-0.0-0.0-7.987421584905661.csv,0.01715385975345543,-0.005047698986616153,-0.007091860141357471,0.0015785251214594951,0.04193638283668556,-0.03007222531958799
39,0.49505177259828825,0.9999987768869945,/home/cmckay/clusters/CQM/0.7113045442090098-0.0-0.0-0.0.csv,-0.03437341503177602,0.01903889400558287,-0.0022763324260826126,0.0007598664083372586,-0.03809252417369634,0.01853579388180354
40,0.49392366590524056,0.9999970680843597,/home/cmckay/clusters/CQM/0.4149280674552557-0.0-0.0-0.0.csv,0.006564332619937996,0.004555575495235734,-4.790986931564297e-05,-0.0003616893608481021,-0.003384019554124294,0.012426739170567074
41,0.4873133191355906,1.0000011254389356,/home/cmckay/clusters/CQM/0.0-1.392970440742644-0.0-0.0.csv,-0.0049367501603507155,-0.012741637000430524,0.0007736723930037695,-0.0016814886410508438,-0.006709194427483461,-0.011358648408022226
42,0.4938570248697268,1.0000007172785133,/home/cmckay/clusters/CQM/0.0-0.0-2.3270447924528304-0.0.csv,0.0007207577212874073,0.0017067691953129571,0.007701535753664012,0.0014049756283210258,0.0010496443999411659,0.0019653706604783176
43,0.44753865026415984,1.0000022305361356,/home/cmckay/clusters/CQM/1.0570771004217228-0.0-0.0-0.0.csv,0.007258436658869549,-0.01235741151964976,0.0009990878465655308,0.0003441107794897794,0.0006725024422576577,-0.003319118097068533
